OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,Shape__Length
5543,Pakihi Track,The Pakihi Track is a stunning 20 km journey through lush Eastland forest. ,Intermediate,6 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26051/pakihi-track-460.jpg,https://www.doc.govt.nz/link/5E354688-3464-4D9C-8BA3-A49ECC02A95E.aspx,2018-06-22T04:20:25.000Z,18298.43003
5544,Pandora to Tapotupotu Bay,This 9 km walk between Pandora and Tapotupotu Bay mainly follows old farm tracks until you reach idyllic Tapotupotu Bay.,Easy,5 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18883/Pandora-views2-223.jpg,https://www.doc.govt.nz/link/E4A50C67-9CB7-46AA-BCB4-0C5206F3DA26.aspx,2018-06-22T04:20:26.000Z,17562.7012
5545,Papatahi Crossing,Fit and experienced trampers can cross the Remutaka Range via Papatahi (902 m) from mid-Orongorongo valley to the Wairarapa side of the Remutaka Forest Park.,Advanced,12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19647/papatahi-crossing-223.jpg,https://www.doc.govt.nz/link/B09459AF-A4A5-40A6-A4D3-77E8C3B7B8A1.aspx,2018-06-22T04:20:26.000Z,20543.11825
5546,Pataua Island Track,Pataua Island Track is a short access track that skirts the Pataua Estuary and leads you to a lovely beach.  ,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19735/Pataua-223.jpg,https://www.doc.govt.nz/link/DD5C7AB7-1327-4DBC-9B6C-E98B076F37DA.aspx,2018-06-22T04:20:27.000Z,492.4049649
5547,Pavilion Peak Track,This track traverses a range in the Lindis Conservation Area. ,Advanced,8 - 10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/131152/pavilion-peak-565.jpg,https://www.doc.govt.nz/link/0A80A78A-E1FC-4624-8A44-6AB70C4B98AC.aspx,2018-06-22T04:20:27.000Z,17401.63
5548,Pearl Flat to head of the valley,This track climbs through beech forest crossing swingbridges to bring you to the head of the Matukituki Valley.,Advanced,11-12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20410/pearl-flat-to-head-of-valley-1200.jpg,https://www.doc.govt.nz/link/4889DFD4-50EB-41C5-8974-FCFBCE684541.aspx,2018-06-22T04:20:27.000Z,15365.14878
5549,Pearl Harbour to Back Valley Hut Track,"A tramping track leading through beech forest to Back Valley Hut near Manapouri, with a side trip option to peaceful Lake Rakatu.",Advanced,4-5 hr return to hut,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63585/pearl-harbour-track-lschaer-thumb.jpg,https://www.doc.govt.nz/link/40C0A033-245B-41A9-A7F6-652470B9E6AA.aspx,2018-06-22T04:20:28.000Z,22545.15703
5550,Pearl Harbour to Hope Arm Track,"The track leads through beech forest to a very pleasant bay on Lake Manapouri, with a great swimming spot and hut.",Advanced,4-6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63560/hope-arm-manapouri-1200.jpg,https://www.doc.govt.nz/link/F8B127AA-9A59-4FF4-A5C6-969C9A6D9439.aspx,2018-06-22T04:20:28.000Z,26952.75935
5551,Picnic Gully track,This family-friendly track starts near Taieri Mouth. ,Easiest,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/160958/picnic-gully-track-220.jpg,https://www.doc.govt.nz/link/FBAC03E6-4996-4C04-9E7C-9A348F6C60BC.aspx,2018-06-22T04:20:28.000Z,650.364047
5552,Pinchgut Track,Follow the Okuku River to Pinchgut Hut.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20524/pinchgut-track-220.jpg,https://www.doc.govt.nz/link/06E34B84-686D-4940-A4C5-C94B0D4CBFBE.aspx,2018-06-22T04:20:28.000Z,5697.872517
5553,Pinnacles Track,Walk to the spectacular Putangirua Pinnacles or further for excellent views of Palliser Bay and Lake Onoke - the shorter options are suitable for kids.,Easy,2 – 4 hr return depending on route,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/8876/putangirua-pinnacles-from-lookout-1200.jpg,https://www.doc.govt.nz/link/E20E8B2C-B462-4311-8403-B21056FE223D.aspx,2018-06-22T04:20:28.000Z,2596.396968
5554,Piripiri Cave Walk,Walk to a cave entrance with a viewing platform.,Easiest,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/147234/piripiri-cave-220.jpg,https://www.doc.govt.nz/link/D2356597-11EF-4898-97BD-1B500A93B8C8.aspx,2018-06-22T04:20:28.000Z,151.5157082
5555,Piroa Falls Track,"Follow a 200 m track across the Ahuroa River and on to the picturesque Piroa Falls. The river has many suitable swimming holes along the track, making it a fun walk for children. ",Easy,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19774/piroa-falls-1200.jpg,https://www.doc.govt.nz/link/D9ECDE18-FB79-4D39-B5DB-CD4E05A6A004.aspx,2018-06-22T04:20:29.000Z,139.0718214
5556,Pirongia summit via Bell & Tahuanui Tracks,Combine these tracks for an overnight circuit to Pahautea Hut and Mount Pirongia.,Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/2A1C5A55-054A-48F9-917F-80F3A9581F07.aspx,2018-06-22T04:20:29.000Z,26806.8167
5557,Pirongia summit via Mahaukura and Tirohanga Tracks,"Choose a there-and-back track to the summit of Mount Pirongia, or combine the tracks for a circuit trip to Pahautea Hut.",Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150986/tirohanga-track-1200.jpg,https://www.doc.govt.nz/link/A5473BD6-5583-46BB-9494-7BE402CF2FA1.aspx,2018-06-22T04:20:29.000Z,13385.00574
5558,Point Elizabeth Walkway,"A stunning, well surfaced, coastal walkway. Enjoy walking through varied and interesting forest to a panoramic, cliff top viewing platform. Point Elizabeth track is a perfect walk for families and children.",Easy,1 hr 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/48893/point-elizabeth-1200.jpg,https://www.doc.govt.nz/link/BA08950F-62FA-417D-9FF9-571A4C6631DA.aspx,2018-06-22T04:20:29.000Z,5227.425548
5559,Port FitzRoy: Cooper's Castle Track,Walk to a lookout with extensive views.,Advanced,2 hr 30 min - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149741/coopers-castle-track-1200.jpg,https://www.doc.govt.nz/link/3A037C4A-6FD2-4C16-97F6-B77CAEDB04DA.aspx,2018-06-22T04:20:29.000Z,4192.740278
5560,Port FitzRoy: Kaiaraara Hut side tracks,"These tracks all start from Kaiaraara Hut, a short distance from the end of Kaiaraara Bay Road, near Port FitzRoy.",Advanced,Various: 30 min - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149742/south-fork-track-1200.jpg,https://www.doc.govt.nz/link/77E0059A-9B25-4EA0-9756-C34826C912C8.aspx,2018-06-22T04:20:29.000Z,15279.22086
5561,Port FitzRoy: Warren's and Bridle Tracks,Warren's Track is a gently graded climb to a waterfall and good swimming spots.,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149727/waterfall-warrens-track-1200.jpg,https://www.doc.govt.nz/link/7F15C426-0DC4-4B6F-9611-87A743218644.aspx,2018-06-22T04:20:30.000Z,2925.594244
5562,Potts River tracks,Explore tussock terraces in the Potts River area.,Advanced,4 hr | 9 hr | 7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151559/potts-river-1200.jpg,https://www.doc.govt.nz/link/CA55B74F-C768-49D2-84B2-3036BA3A8A37.aspx,2018-06-22T04:20:30.000Z,48400.79337
5563,Pouakai Circuit,"Egmont National Park’s premier 2–3 day tramp offers spectacular views of Mt Taranaki and the surrounding countryside. The 25 km track passes through forest, alpine tussock fields and the unique Ahukawakawa Swamp. ",Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/14090/pouakai-1920.jpg,https://www.doc.govt.nz/link/19EBDE99-A29B-42F3-B043-172E2499C5AD.aspx,2018-06-22T04:20:30.000Z,20785.82955
5564,Pouakai Crossing,"Wind across the lower slopes of the Mt Taranaki - discover towering cliffs, a mighty waterfall, a sphagnum moss swamp and stunning views on this day walk version of the popular 2–3 day Pouakai Circuit.",Advanced,7 hr 30 min - 9 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/165921/pouakai-tarns-reflection-1200.jpg,https://www.doc.govt.nz/link/C334C867-EA6F-470D-B0EC-452628C30012.aspx,2018-06-22T04:20:30.000Z,18647.10391
5565,Pudding Hill Stream Route,This route winds along Pudding Hill Stream through Mount Hutt Forest.,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/45566/mt-hutt-scotts-saddle223.jpg,https://www.doc.govt.nz/link/3EC2BFB1-15FE-4C6C-9DD6-B176B2BF2CDD.aspx,2018-06-22T04:20:30.000Z,7659.798493
5566,Pukenui Forest tracks,Cross through farmlands and native forest before climbing up a steep ridge and bringing you back to the forest entrance. An easier family friendly option is available.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19754/pukenui-stream-223.jpg,https://www.doc.govt.nz/link/430C89C3-3465-41C1-B9DA-F15750D923C0.aspx,2018-06-22T04:20:31.000Z,11590.03081
5567,Puketi Nature Trail ,This is an easy wander suitable for children. The loop track leads you through a beautiful kauri forest with a chance to see glow-worms. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16942/white-rata-223.jpg,https://www.doc.govt.nz/link/64003C05-0786-4FF9-B583-A1A126BBF458.aspx,2018-06-22T04:20:31.000Z,1446.18146
5568,Purity Hut Track,A steep climb to this hut nestled above the bushline on the Hikurangi Range in the Ruahine Forest Park.,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28964/above-purity-hut-1920.jpg,https://www.doc.govt.nz/link/D4A0B072-55D6-4324-AB56-73121C346627.aspx,2018-06-22T04:20:32.000Z,4056.553751
5569,Purity to Kawhatau Base Track,Walk along the tussock tops of the Hikurangi Range between Purity and McKinnon huts in the Ruahine Forest Park.,Advanced,3-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28998/camping-iron-peg-1920.jpg,https://www.doc.govt.nz/link/F8FF1A13-D9F1-4313-BAA6-C85D6FFF76CB.aspx,2018-06-22T04:20:32.000Z,9080.546386
5570,Pyke - Big Bay Route,This challenging tramping route from Hollyford Road to the West Coast offers an adventure for experienced and well equipped trampers. Combine with the Hollyford Track for a 10 day round trip.,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/64703/big-bay-pyke-223.jpg,https://www.doc.govt.nz/link/548B9542-23D3-4969-ABD4-1927614345D9.aspx,2018-06-22T04:20:32.000Z,115059.9852
5571,Quailburn Track,Tucked away under the Ohau Range lies this short track through mountain beech forest.,"Advanced,Expert",30 min | 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/119927/east-ahuriri-hut-565.jpg,https://www.doc.govt.nz/link/F11121DB-7CF0-4513-9DA2-C17DEF07F647.aspx,2018-06-22T04:20:32.000Z,1546.008173
5572,Rakiura Track,"Escape on an island adventure - relax and unwind in the peaceful surroundings with the bush, birds and beach at your side.",Intermediate,3 days ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10365/rakiura-1200.jpg,https://www.doc.govt.nz/link/3DF63C1E-5917-46F1-9516-DFDB75B58F42.aspx,2018-06-22T04:20:33.000Z,25306.53165
5573,Rangituhi/Colonial Knob Walk,Climb to the summit of this 468 m peak for views on clear day from the Inland Kaikoura Range in the south to Mt Taranaki in the north-west - it's a good option for older children.,Easy,3-5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/12015/colonial-knob-walk-1200.jpg,https://www.doc.govt.nz/link/CA2DE93A-F24B-4C2B-BC77-3F4CBCF0AF34.aspx,2018-06-22T04:20:33.000Z,7094.916432
5574,Rapurapu Kauri Track,"This walking track is a beautiful cool, retreat during the summer months.",Advanced,1 hr 15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18508/rapurapu-220.jpg,https://www.doc.govt.nz/link/75EF00AC-2F76-4691-8103-3861326D7805.aspx,2018-06-22T04:20:34.000Z,2829.035645
5575,Rarawa Beach Walk,This short walking track takes you to Rarawa beach. ,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/56056/rarawa-beach-walking-track-223.jpg,https://www.doc.govt.nz/link/8780561E-81C5-4873-BB20-A359670AB389.aspx,2018-06-22T04:20:34.000Z,465.3485804
5576,Ratapihipihi Scenic Reserve walk,Walk through an outstanding example of a subtropical rain forest past a scenic waterfall on this well-graded short walk - with a sheltered picnic at the car park it's great option for families.,Easiest,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25554/ratapihipihi-scenic-reserve-1200.jpg,https://www.doc.govt.nz/link/B4B6AC20-F6EE-4927-AC8B-9D0B1E70358C.aspx,2018-06-22T04:20:34.000Z,1693.526664
5577,Rawhiti Cave Track,"Rawhiti Cave is nationally significant as it has possibly the most diverse and extensive entrance and twilight-zone flora of any cave in New Zealand.<br></br><br></br>
You can walk onto a viewing platform just inside the cave entrance.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26301/rawhiti-cave-track-220.jpg,https://www.doc.govt.nz/link/67E0788E-34B7-4205-AABC-D150B10C9D09.aspx,2018-06-22T04:20:34.000Z,1590.882815
5578,Renfrew Roadend to Table Flat Roadend,Climb up and over the tussock tops of the Whanahuia Range in Ruahine Forest Park then drop down to follow the Oroua River valley.,Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/9670D2E8-7008-47E7-B3C1-1E28D94B30DD.aspx,2018-06-22T04:20:34.000Z,19733.6682
5579,Rerekapa Track,"This track was made around 1910 by road workers using wheelbarrows, picks and shovels. ",Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26005/rerekapa-falls-223.jpg,https://www.doc.govt.nz/link/86143AA1-A61E-4363-9B19-499112ACDC1F.aspx,2018-06-22T04:20:34.000Z,9388.04336
5580,Richmond Trail,Enjoy stunning views of Lake Tekapo while walking or riding this track. ,Easy,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/120682/richmond-trail-1200.jpg,https://www.doc.govt.nz/link/92700DA8-3196-46D6-A813-F39D6F2FF39B.aspx,2018-06-22T04:20:34.000Z,15898.97454
5581,Rocky Lookout,Walk up to a viewing platform for extensive views of the surrounding area.,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/167888/rocky-lookout-220.jpg,https://www.doc.govt.nz/link/FDF5B6B1-C449-49B2-92D3-70D0C158A48E.aspx,2018-06-22T04:20:35.000Z,4520.67917
5582,Rodger Inlet Track,"This difficult tramping track leads to a hut, then a route heads for the bushline at Lake Monowai, Fiordland.","Advanced,Expert","6 hr to hut, then 4 - 5 hrs to bushline",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65531/rodger-inlet-hut-aerial-223.jpg,https://www.doc.govt.nz/link/11DABC1F-5C97-41D1-ACD7-CCD107AE6009.aspx,2018-06-22T04:20:35.000Z,11579.62589
5583,Routeburn Track,"This is the ultimate alpine adventure, weaving through meadows, reflective tarns and alpine gardens. You'll be rewarded with spectacular vistas over vast mountain ranges and valleys.",Intermediate,2-4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63233/routeburn-1200.jpg,https://www.doc.govt.nz/link/69BC21C3-4B8B-4FB2-AC98-2AC21D38CC25.aspx,2018-06-22T04:20:36.000Z,34292.53523
5584,Routeburn Track: Lake Howden Track,"For a taste of the Routeburn Track Great Walk or for an easy overnight tramp with kids, walk to Lake Howden with plenty of mountain and valley views along the way.",Intermediate,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63486/lake-howden-routeburn-track-223.jpg,https://www.doc.govt.nz/link/93021F52-DE37-4180-BA6F-3998CDC5FD33.aspx,2018-06-22T04:20:36.000Z,3195.585901
5585,Roys Peak Track,"Take in breathtaking views over Lake Wanaka, Mount Aspiring/Tititea and surrounding peaks after a steep climb through alpine meadows and tussock grasslands to the summit. This is a popular track and one of our best day hikes.",Easy,5-6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/42164/roys-peak-track-1200.jpg,https://www.doc.govt.nz/link/C073DC44-E9AA-4C36-9B8A-75CB8365F047.aspx,2018-06-22T04:19:20.000Z,6928.415975
5586,Ruapani Circuit Track,It will take you six hours of moderate to hard walking to complete the Ruapani Circuit. The track is accessed from the Waikareiti Track and passes through beautiful forest and seven wetlands.,Advanced,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19838/lake-ruapani-1200.jpg,https://www.doc.govt.nz/link/8992397F-582C-475E-985E-CF861EFD2FD0.aspx,2018-06-22T04:20:36.000Z,13195.61637
5587,Sanctuary Track,The Sanctuary Track in Whirinaki Te Pua-a-Tāne Conservation Park is an easy loop track that leads through remnant podocarp forest.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20038/sanctuary-track-1200.jpg,https://www.doc.govt.nz/link/BE72BB6E-DE13-4F66-9458-8AE3A2D5231C.aspx,2018-06-22T04:21:02.000Z,2165.982885
5588,Sawcut Gorge/Isolated Hill Route,"Isolated Hill Scenic Reserve is typical South Marlborough: rugged bluffs and steep, dry hills drained by stony rivers.",Expert,2 hr 30 min - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26420/sawcut-gorge-1200.jpg,https://www.doc.govt.nz/link/B894B39E-41A0-48A1-9CAB-A8541D02945E.aspx,2018-06-22T04:21:02.000Z,4491.041302
5589,Silver Peaks routes,"The Silver Peaks Scenic Reserve provides challenging routes in rugged country, less than 30 minutes drive from Dunedin city.","Advanced,Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/44035/silver-peaks-220.jpg,https://www.doc.govt.nz/link/F949D394-86A8-4456-9CFC-FFAE56DCD607.aspx,2018-06-22T04:20:38.000Z,24800.79226
5590,Skyline Track,The Skyline Track is a challenging tramping track in the Wanaka area.,Advanced,10-11 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/42167/skyline-track-1200.jpg,https://www.doc.govt.nz/link/16F5210B-054C-4353-B813-0050B9237842.aspx,2018-06-22T04:20:38.000Z,21858.26064
5591,Smugglers Bay Loop Track,"With coastal forest, spectacular views and WWII gun emplacements as well - there is plenty to keep kids interested on this short, easy walk.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17149/smugglers-bay-1200.jpg,https://www.doc.govt.nz/link/0194DC8A-EB5D-4580-BDA8-5123407BBCB3.aspx,2018-06-22T04:20:38.000Z,4891.665276
5592,South Borland Track,"This short tramping track goes between Borland Lodge and 6km along the Borland Road, Monowai, Fiordland.",Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65535/south-borland-track-223.jpg,https://www.doc.govt.nz/link/4009A13F-0EA0-4718-AEF8-872D8A6E9F9D.aspx,2018-06-22T04:20:38.000Z,5878.248156
5593,South Coast Track,This track of varying difficulty leads along rugged southern Fiordland coast to Port Craig (easy overnight) and beyond to the more remote Big River (4 days one way). ,"Intermediate,Advanced,Expert","7 hr to Port Craig, 4 days to Big River",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65212/south-coast-track-1200.jpg,https://www.doc.govt.nz/link/02F381EA-8290-4E2B-A4E8-1B582A5A4E7C.aspx,2018-06-22T04:20:39.000Z,57544.15386
5594,South Mavora Lake walking tracks,Looking for day walks from the Mavora Lakes camping ground in the Te Anau area? Try the South Mavora Lake Walking Track or the track to the Kiwiburn Hut. ,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19541/mavora-bridge-1200.jpg,https://www.doc.govt.nz/link/32207640-1E97-460B-A3E9-41982F73A6DB.aspx,2018-06-22T04:20:39.000Z,16923.50964
5595,St James Walkway,"This track passes through pastoral land, beech forest and sub-alpine regions, and is a great introduction to multi-night tramping.",Advanced,5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18615/ada-valley-1200.jpg,https://www.doc.govt.nz/link/FDCC2C8F-A6AC-45EA-A945-78B6B5741C43.aspx,2018-06-22T04:20:39.000Z,62923.73138
5596,Stafford Bay Route,The tracks and routes in the Stafford Bay area can be challenging and are recommended for fit and well-equipped trampers. ,Expert,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16627/rocky-coastline-390.jpg,https://www.doc.govt.nz/link/AEA2205E-4315-42CE-B032-5740F3B7E44C.aspx,2018-06-22T04:20:39.000Z,16597.71381
5597,Stockyard Cove Track,"This is a pleasant, short walking track in Hope Arm on Lake Manapouri, leading to either West Beach or the waterfalls above the cove.",Easy,45 min - 1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63610/stockyard-cove-track-223.jpg,https://www.doc.govt.nz/link/9A5A89EA-1C2B-4F25-8ED8-0BB66742A5D5.aspx,2018-06-22T04:20:40.000Z,1100.646989
5598,Stony Batter Historic Reserve walks,DOC manages a number of short walks starting from the Stony Batter Historic Reserve.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/5639/stony-batter-1200.jpg,https://www.doc.govt.nz/link/14FDA316-2F6A-402B-B351-6CA6FAF3721A.aspx,2018-06-22T04:20:40.000Z,4153.667784
5599,Table Flat - Kashmir Roadend West-East crossing,"A west east traverse of the Ruahine Forest Park, following the Oroua River valley and over the main Ruahine Range to the Kashmir Roadend.",Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/BEC51A86-38C9-48DA-A129-4C8B7668568D.aspx,2018-06-22T04:20:40.000Z,16551.33118
5600,Tableland Circuit,"Rock shelters, an open tussock plateau and tops with superb views, combine to make this an interesting overnight tramp with options for children.","Easy,Expert",2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151858/tablelands-circuit-thumb.jpg,https://www.doc.govt.nz/link/C4D53537-0A26-4F42-8A1C-164BBA5E89C1.aspx,2018-06-22T04:20:41.000Z,25501.85756
5601,Taipo River Track to Harman Pass,The Taipo Valley is often travelled as part of a popular route from the Waimakariri River via Harman Pass. This guide describes the route from SH73 to Harman Pass only.  ,Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/5C6E12AF-E845-4601-A1B8-22CBD369D6A6.aspx,2018-06-22T04:20:41.000Z,28176.66192
5602,Takitimu Mountains tracks and routes,Explore Takitimu Mountains on these tracks and routes.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19336/takitimu-mountains-1200.jpg,https://www.doc.govt.nz/link/469CD322-B151-4032-8A67-28B9C6D5B925.aspx,2018-06-22T04:20:41.000Z,23383.00601
5603,Tangoio Falls Scenic Reserve tracks,"Discover Te Ana or Tangoio Falls on a short, easy walk suitable for kids, or take a longer walk through native bush on the Tangoio Walkway.
","Easiest,Easy",Various: 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/144738/te-ana-falls-1200.jpg,https://www.doc.govt.nz/link/BA2BDF7B-C1D7-4905-B9AD-D692E83137F9.aspx,2018-06-22T04:20:42.000Z,3631.210857
5604,Tapeka Point Track,"This easy track is just 1 km north of Maiki/Flagstaff Hill, near Russell.  Tapeka Point is the perfect base for exploring this part of the Bay of Islands by land or water.",Easy,15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16968/tapeka-point-223.jpg,https://www.doc.govt.nz/link/963C293B-3984-46DF-AD47-0D2A72E825FD.aspx,2018-06-22T04:20:42.000Z,432.0511704
5605,Tapotupotu Bay to Cape Reinga/Te Rerenga Wairua,"Starting at Tapotupotu Bay, this 5 km track offers incredible views before descending into Sandy Bay and on to the Cape Reinga lighthouse. An option for families camping at Tapotupotu.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18914/tapotupotu-bay-walkers-1200.jpg,https://www.doc.govt.nz/link/F94590D3-5E75-4A5C-A5A0-78EB0B5F67F1.aspx,2018-06-22T04:20:42.000Z,3632.311888
5606,Tararua Southern Crossing,The Southern Crossing is one of the four classic tramps of the Tararua Range.,Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10892/tararua-southern-crossing-1200.jpg,https://www.doc.govt.nz/link/01F85CB8-133E-413D-939B-0D9BA340D1E9.aspx,2018-06-22T04:20:42.000Z,40119.91518
5607,Tarawera Trail,Meander your way through bush from Te Wairoa to Hot Water Beach Campsite. Stay overnight or pre-book a water taxi to The Landing. ,Advanced,5-6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/117124/lake-tarawera-1200.jpg,https://www.doc.govt.nz/link/45C60AD6-7911-4619-A406-83115B7E5538.aspx,2018-06-22T04:20:43.000Z,13848.59773
5608,Taurewa Track,Follow old milling trails through the bush.,Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150739/taurewa-track-gallery.jpg,https://www.doc.govt.nz/link/667C84B2-A0A2-4924-9EE6-E226E14064DC.aspx,2018-06-22T04:20:43.000Z,3406.462739
5609,Tautuku walks,Three walks on and around the very scenic Tautuku Bay.,Easiest,15 - 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27853/tautuku-estuary-boardwalk-1200.jpg,https://www.doc.govt.nz/link/CD0022E6-D547-4B74-9B79-11490475C38E.aspx,2018-06-22T04:20:43.000Z,1500.968132
5610,Tawa Grove Walk,Tawa Grove is a bush track specially designed to be an easy walk suitable for all abilities.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/8812/tawa-grove-223.jpg,https://www.doc.govt.nz/link/CCB70D0B-6F25-41F9-B786-C8DB4B2A673B.aspx,2018-06-22T04:20:43.000Z,409.9106773
